ID,Nama,Jenis Kelamin,Usia,Tingkat Pendidikan,Pendapatan,Pengeluaran,Jam Kerja,Wilayah,Promo,Skor Loyalitas,Skor Kesehatan,Departemen,Pengalaman (Tahun),Hasil
231,Individu-231,Laki-Laki,43,SMA,8040.25,828.89,21,Suburban,Yes,80.86,78.06,Finance,25,Average
232,Individu-232,Laki-Laki,25,Diploma,7781.54,12844.88,74,Rural,No,87.52,86.65,Finance,22,High Performer
233,Individu-233,Laki-Laki,19,Magister,19710.43,14099.04,28,Urban,No,36.9,97.45,HR,39,Low Performer
234,Individu-234,Laki-Laki,62,Sarjana,21084.93,17359.49,17,Suburban,Yes,57.91,95.78,Marketing,24,Average
235,Individu-235,Laki-Laki,37,SMA,11693.1,13870.38,56,Suburban,No,76.39,63.44,HR,2,Average
236,Individu-236,Laki-Laki,19,Doktor,18753.23,10206.17,54,Urban,No,63.32,54.49,Operations,6,Average
237,Individu-237,Laki-Laki,27,SMA,16727.67,17960.57,71,Suburban,Yes,36.23,78.27,Operations,11,Low Performer
238,Individu-238,Perempuan,39,Diploma,28604.05,5348.9,48,Urban,Yes,68.81,70.7,Operations,13,Average
239,Individu-239,Perempuan,31,Sarjana,29996.27,18967.97,62,Urban,Yes,60.64,71.39,HR,34,Average
240,Individu-240,Perempuan,28,Doktor,14448.76,12400.51,52,Suburban,No,41.49,71.04,Operations,35,Low Performer
241,Individu-241,Perempuan,27,SMA,21938.32,7061.6,31,Rural,Yes,81.11,51.98,Finance,20,Average
242,Individu-242,Laki-Laki,46,SMA,1524.91,18554.44,45,Urban,Yes,87.9,74.04,HR,9,Average
243,Individu-243,Perempuan,34,Diploma,12359.37,9666.38,17,Rural,Yes,43.13,88.47,Marketing,32,Low Performer
244,Individu-244,Perempuan,53,Diploma,26274.78,15807.51,14,Suburban,No,40.44,73.38,Marketing,28,Low Performer
245,Individu-245,Perempuan,23,SMA,13589.51,16415.24,44,Rural,Yes,48.56,76.42,HR,33,Low Performer
246,Individu-246,Perempuan,58,SMA,25501.96,5699.05,48,Urban,No,40.33,73.61,IT,22,Low Performer
247,Individu-247,Laki-Laki,39,SMA,9863.42,2116.49,23,Urban,No,88.92,53.36,Marketing,23,Average
248,Individu-248,Perempuan,23,Sarjana,15805.71,15784.89,39,Rural,No,45.2,77.28,Finance,28,Low Performer
249,Individu-249,Laki-Laki,55,SMA,6522.11,1562.35,16,Rural,Yes,58.83,81.96,IT,32,Average
250,Individu-250,Laki-Laki,19,Sarjana,26478.08,4879.76,56,Urban,Yes,27.52,67.5,Marketing,6,Low Performer
251,Individu-251,Laki-Laki,57,Diploma,6820.41,6396.25,33,Suburban,Yes,11.3,50.9,Finance,3,Low Performer
252,Individu-252,Perempuan,30,Diploma,21468.89,8158.72,76,Rural,Yes,42.88,68.7,IT,9,Low Performer
253,Individu-253,Laki-Laki,54,Diploma,19568.56,2303.57,78,Rural,Yes,33.84,99.44,HR,9,Low Performer
254,Individu-254,Perempuan,58,Magister,16109.28,11186.46,78,Suburban,Yes,94.7,69.11,Marketing,35,Average
255,Individu-255,Perempuan,59,Doktor,27255.09,10258.09,75,Suburban,Yes,3.94,91.77,Marketing,37,Low Performer
256,Individu-256,Laki-Laki,50,Magister,13915.47,4328.94,38,Urban,Yes,83.66,90.34,Finance,38,High Performer
257,Individu-257,Laki-Laki,41,Magister,15795.77,19537.71,48,Urban,No,51.63,55.92,IT,30,Average
258,Individu-258,Perempuan,64,Sarjana,5616.57,2220.85,42,Urban,Yes,98.07,95.83,HR,34,High Performer
259,Individu-259,Perempuan,41,Sarjana,14036.12,12165.33,41,Rural,No,37.32,72.55,Marketing,22,Low Performer
260,Individu-260,Perempuan,39,Diploma,4233.87,6118.14,56,Rural,Yes,77.28,50.25,Operations,2,Average
261,Individu-261,Perempuan,65,SMA,19437.53,15258.27,61,Suburban,No,16.14,50.07,IT,14,Low Performer
262,Individu-262,Laki-Laki,56,Magister,22250.76,7801.39,80,Rural,No,99.11,71.93,Finance,31,Average
263,Individu-263,Perempuan,50,Doktor,14770.93,1604.83,67,Urban,No,9.67,59.21,Operations,15,Low Performer
264,Individu-264,Perempuan,55,Diploma,8195.41,4993.86,60,Urban,No,17.9,69.18,Marketing,24,Low Performer
265,Individu-265,Perempuan,23,Magister,4143.99,17922.39,50,Suburban,No,29.2,63.87,IT,32,Low Performer
266,Individu-266,Laki-Laki,19,Doktor,6994.31,3094.14,32,Suburban,No,24.27,86.53,IT,6,Low Performer
267,Individu-267,Laki-Laki,60,SMA,9683.28,7669.76,61,Urban,Yes,12.93,70.2,Finance,31,Low Performer
268,Individu-268,Perempuan,59,SMA,5736.34,6240.35,44,Urban,No,1.38,89.53,Operations,5,Low Performer
269,Individu-269,Laki-Laki,22,Magister,28892.03,18378.67,65,Suburban,Yes,45.9,92.47,HR,11,Low Performer
270,Individu-270,Laki-Laki,36,Sarjana,22618.63,16922.59,46,Suburban,No,26.29,68.3,Marketing,26,Low Performer
271,Individu-271,Laki-Laki,34,Sarjana,9279.23,5370.34,63,Rural,Yes,87.53,78.0,Marketing,3,Average
272,Individu-272,Laki-Laki,59,Diploma,11139.75,13905.12,20,Suburban,Yes,28.57,96.23,Operations,15,Low Performer
273,Individu-273,Laki-Laki,61,Magister,23514.87,6439.38,27,Suburban,Yes,8.3,73.31,HR,34,Low Performer
274,Individu-274,Perempuan,20,Diploma,9272.81,2799.61,36,Suburban,Yes,70.28,88.7,Marketing,10,Average
275,Individu-275,Perempuan,39,Doktor,13239.67,15457.77,46,Suburban,No,1.09,50.51,IT,13,Low Performer
276,Individu-276,Laki-Laki,51,Diploma,27860.12,12813.17,52,Rural,No,49.89,56.72,Operations,24,Low Performer
277,Individu-277,Perempuan,36,Diploma,22309.52,3794.88,47,Urban,No,57.93,55.53,HR,5,Average
278,Individu-278,Laki-Laki,26,Diploma,3591.36,10211.08,42,Suburban,Yes,84.17,75.24,IT,38,Average
279,Individu-279,Perempuan,23,Sarjana,13024.32,8592.86,80,Rural,Yes,58.9,59.35,Marketing,1,Average
280,Individu-280,Laki-Laki,22,Magister,15451.5,12108.86,23,Urban,Yes,94.26,50.14,Marketing,40,Average
281,Individu-281,Perempuan,39,Magister,12071.55,19662.42,37,Urban,Yes,97.31,95.51,Marketing,17,High Performer
282,Individu-282,Perempuan,50,Doktor,1978.54,19391.73,39,Urban,Yes,41.09,72.68,Operations,27,Low Performer
283,Individu-283,Perempuan,23,Diploma,15922.57,7660.38,67,Rural,No,34.16,57.46,IT,21,Low Performer
284,Individu-284,Perempuan,22,Diploma,25244.51,4743.41,71,Suburban,No,89.09,62.19,Finance,10,Average
285,Individu-285,Perempuan,52,SMA,6201.39,19344.52,47,Urban,Yes,38.98,67.23,IT,24,Low Performer
286,Individu-286,Laki-Laki,28,Diploma,29106.46,13197.31,15,Rural,Yes,46.78,66.36,HR,40,Low Performer
287,Individu-287,Perempuan,20,Diploma,16938.56,19741.13,10,Rural,No,8.99,98.15,Marketing,36,Low Performer
288,Individu-288,Laki-Laki,20,SMA,25562.76,19568.94,28,Urban,No,6.94,75.36,IT,9,Low Performer
289,Individu-289,Perempuan,57,Magister,5662.24,1988.97,23,Urban,Yes,93.17,92.25,Marketing,11,High Performer
290,Individu-290,Perempuan,36,SMA,16399.1,3574.71,69,Rural,No,35.99,77.16,Finance,39,Low Performer
291,Individu-291,Perempuan,30,Sarjana,25317.45,6248.44,12,Suburban,Yes,6.72,98.36,Operations,37,Low Performer
292,Individu-292,Laki-Laki,56,SMA,20115.64,1475.2,36,Suburban,No,19.87,60.63,IT,22,Low Performer
293,Individu-293,Perempuan,62,Doktor,28994.85,17683.02,80,Suburban,Yes,31.57,79.96,Operations,8,Low Performer
294,Individu-294,Laki-Laki,64,Magister,29325.9,14085.58,32,Urban,No,22.73,56.45,IT,35,Low Performer
295,Individu-295,Laki-Laki,26,SMA,9788.6,13724.11,29,Suburban,Yes,64.69,80.97,Operations,35,Average
296,Individu-296,Laki-Laki,39,Magister,24408.14,15624.71,28,Rural,Yes,94.56,58.01,HR,31,Average
297,Individu-297,Perempuan,59,SMA,21350.81,3603.16,28,Suburban,Yes,3.97,57.0,IT,2,Low Performer
298,Individu-298,Laki-Laki,52,Doktor,20756.63,2025.42,50,Rural,No,85.6,98.89,Marketing,2,High Performer
299,Individu-299,Laki-Laki,58,Sarjana,6161.28,2985.71,51,Urban,No,40.07,78.27,HR,18,Low Performer
300,Individu-300,Laki-Laki,50,Diploma,28339.74,14161.24,11,Rural,Yes,65.78,73.87,Finance,13,Average
301,Individu-301,Perempuan,37,Sarjana,12828.34,6097.51,63,Urban,Yes,40.23,94.79,Operations,23,Low Performer
302,Individu-302,Laki-Laki,19,Doktor,25829.5,8046.9,38,Suburban,No,25.89,97.77,Finance,34,Low Performer
303,Individu-303,Perempuan,25,Diploma,18351.35,2874.4,75,Rural,Yes,60.78,69.67,HR,7,Average
304,Individu-304,Laki-Laki,63,Sarjana,15100.44,18663.62,56,Suburban,No,35.19,97.29,Marketing,8,Low Performer
305,Individu-305,Laki-Laki,31,Diploma,2931.91,5593.86,64,Urban,Yes,24.33,76.29,Finance,25,Low Performer
306,Individu-306,Perempuan,18,Magister,5796.7,8585.63,25,Suburban,Yes,34.52,72.86,Operations,9,Low Performer
307,Individu-307,Perempuan,52,SMA,29986.83,16946.04,54,Suburban,No,66.24,54.32,IT,28,Average
308,Individu-308,Laki-Laki,44,SMA,23823.46,19064.38,66,Suburban,No,48.15,86.76,Operations,14,Low Performer
309,Individu-309,Laki-Laki,40,Magister,29773.55,2790.99,49,Rural,Yes,74.8,91.12,Marketing,3,Average
310,Individu-310,Laki-Laki,62,Magister,26827.32,16460.81,62,Urban,No,7.8,96.33,Marketing,9,Low Performer
311,Individu-311,Perempuan,65,Magister,14545.67,5901.78,52,Suburban,Yes,53.58,92.7,Marketing,3,Average
312,Individu-312,Laki-Laki,60,Magister,12791.72,10377.4,30,Rural,Yes,41.8,84.6,Finance,40,Low Performer
313,Individu-313,Laki-Laki,54,SMA,29817.97,19454.27,64,Rural,Yes,14.07,99.63,HR,18,Low Performer
314,Individu-314,Perempuan,36,Diploma,18249.62,3872.56,42,Rural,No,24.08,66.45,Marketing,25,Low Performer
315,Individu-315,Perempuan,20,Magister,3046.66,14938.79,64,Suburban,Yes,48.82,93.85,Finance,5,Low Performer
316,Individu-316,Perempuan,33,SMA,2363.05,8733.31,60,Suburban,Yes,46.22,56.36,Operations,1,Low Performer
317,Individu-317,Laki-Laki,57,SMA,28856.24,6954.9,10,Urban,No,13.74,73.86,HR,3,Low Performer
318,Individu-318,Laki-Laki,65,Sarjana,15544.07,12884.36,65,Suburban,Yes,53.86,62.82,Finance,17,Average
319,Individu-319,Laki-Laki,20,Sarjana,2129.63,3532.05,64,Urban,No,65.0,65.38,Marketing,40,Average
320,Individu-320,Laki-Laki,64,Magister,14303.53,9093.0,23,Urban,Yes,94.29,71.63,HR,7,Average
321,Individu-321,Laki-Laki,42,Diploma,11017.07,7584.01,29,Suburban,No,4.39,76.78,Operations,2,Low Performer
322,Individu-322,Laki-Laki,26,Doktor,4363.4,15606.86,70,Urban,No,92.86,89.24,Marketing,8,High Performer
323,Individu-323,Perempuan,33,Diploma,10455.51,13916.45,78,Urban,Yes,94.05,61.68,Operations,6,Average
324,Individu-324,Laki-Laki,53,Sarjana,11727.74,9599.66,64,Urban,No,32.12,51.03,HR,37,Low Performer
325,Individu-325,Laki-Laki,29,Sarjana,5364.85,19352.41,67,Rural,No,27.13,59.67,IT,3,Low Performer
326,Individu-326,Perempuan,40,Magister,26826.85,4542.55,26,Urban,No,24.9,80.65,Finance,16,Low Performer
327,Individu-327,Perempuan,53,SMA,12266.15,4100.92,20,Urban,Yes,89.23,58.72,Operations,37,Average
328,Individu-328,Perempuan,58,SMA,12349.93,16346.87,57,Urban,No,55.57,85.69,Operations,28,Average
329,Individu-329,Laki-Laki,32,Doktor,14542.72,1345.71,11,Suburban,No,24.16,95.38,IT,39,Low Performer
330,Individu-330,Laki-Laki,23,Sarjana,20095.2,382.15,28,Suburban,No,17.13,94.98,Operations,26,Low Performer
331,Individu-331,Laki-Laki,57,Doktor,8672.81,8033.73,18,Suburban,No,39.56,90.89,Marketing,35,Low Performer
332,Individu-332,Laki-Laki,62,Sarjana,2951.61,18990.82,71,Rural,Yes,60.97,73.65,IT,13,Average
333,Individu-333,Laki-Laki,36,Sarjana,22196.62,643.69,27,Urban,Yes,96.8,87.26,IT,39,High Performer
334,Individu-334,Perempuan,22,SMA,5851.26,686.93,66,Rural,No,33.25,86.84,HR,21,Low Performer
335,Individu-335,Perempuan,50,Doktor,23302.04,4345.48,45,Rural,No,12.67,63.74,IT,7,Low Performer
336,Individu-336,Perempuan,63,SMA,19378.67,13839.75,53,Urban,No,21.7,84.26,Operations,31,Low Performer
337,Individu-337,Laki-Laki,61,Doktor,13956.18,1664.75,71,Rural,No,92.02,60.65,Marketing,13,Average
338,Individu-338,Perempuan,55,Doktor,23012.53,1078.98,65,Rural,No,80.53,90.07,IT,39,High Performer
339,Individu-339,Laki-Laki,39,Diploma,23555.26,17987.95,74,Urban,Yes,79.06,85.96,Operations,39,Average
340,Individu-340,Laki-Laki,20,Magister,10672.87,16026.61,10,Urban,No,98.43,55.16,Operations,18,Average
341,Individu-341,Laki-Laki,56,Diploma,14277.59,12164.44,42,Suburban,Yes,44.23,51.71,Finance,11,Low Performer
342,Individu-342,Perempuan,34,SMA,16983.77,9680.65,11,Suburban,No,1.99,67.47,Operations,23,Low Performer
343,Individu-343,Laki-Laki,36,Doktor,10209.73,12682.71,71,Suburban,No,52.69,88.74,IT,36,Average
344,Individu-344,Laki-Laki,62,Sarjana,25477.87,5658.93,30,Urban,Yes,68.2,52.79,Finance,40,Average
345,Individu-345,Perempuan,18,SMA,6377.25,3888.26,72,Rural,Yes,41.22,90.55,Operations,29,Low Performer
346,Individu-346,Laki-Laki,58,SMA,4330.95,17292.26,27,Rural,No,88.47,77.72,Finance,5,Average
347,Individu-347,Perempuan,47,Doktor,7948.72,5934.91,27,Urban,No,61.97,60.84,Finance,5,Average
348,Individu-348,Laki-Laki,59,Sarjana,7052.93,7482.43,33,Rural,Yes,17.06,51.7,Operations,37,Low Performer
349,Individu-349,Perempuan,19,SMA,19197.36,9293.11,70,Rural,No,52.91,80.54,IT,12,Average
350,Individu-350,Perempuan,49,Diploma,14004.07,6595.56,66,Suburban,No,36.68,98.23,Operations,24,Low Performer
351,Individu-351,Perempuan,39,Magister,25355.47,19076.08,31,Suburban,Yes,10.47,77.15,Marketing,29,Low Performer
352,Individu-352,Laki-Laki,28,Diploma,13990.46,4597.92,70,Rural,No,56.65,80.73,IT,13,Average
353,Individu-353,Perempuan,40,SMA,3504.64,11061.72,14,Urban,No,79.83,79.32,Finance,26,Average
354,Individu-354,Laki-Laki,50,Doktor,9103.09,3552.57,36,Suburban,No,25.11,86.31,Marketing,24,Low Performer
355,Individu-355,Perempuan,39,Sarjana,19417.5,12631.68,59,Suburban,No,20.67,78.39,Finance,8,Low Performer
356,Individu-356,Perempuan,18,Diploma,20502.7,2111.58,73,Rural,No,67.05,78.27,Finance,14,Average
357,Individu-357,Perempuan,35,Doktor,11737.81,3304.68,37,Urban,No,90.47,67.86,Operations,28,Average
358,Individu-358,Perempuan,60,Diploma,6238.13,15116.65,13,Rural,Yes,35.13,98.19,Marketing,6,Low Performer
359,Individu-359,Perempuan,18,Diploma,27611.67,3277.85,34,Rural,No,44.69,62.31,HR,28,Low Performer
360,Individu-360,Laki-Laki,62,Diploma,24871.08,13773.46,63,Rural,Yes,30.73,89.89,Operations,21,Low Performer
361,Individu-361,Perempuan,30,Diploma,27214.97,8130.13,62,Urban,No,98.94,71.61,Operations,29,Average
362,Individu-362,Perempuan,61,SMA,25274.66,15519.07,15,Rural,No,70.68,69.89,IT,4,Average
363,Individu-363,Laki-Laki,20,Sarjana,18256.75,14934.35,13,Rural,Yes,25.99,97.99,IT,6,Low Performer
364,Individu-364,Laki-Laki,60,SMA,19143.68,18581.78,74,Rural,Yes,95.39,53.93,HR,34,Average
365,Individu-365,Perempuan,34,SMA,9131.79,1229.68,22,Urban,Yes,74.32,64.16,HR,28,Average
366,Individu-366,Laki-Laki,63,Sarjana,13863.61,3591.63,38,Urban,No,63.35,51.95,IT,25,Average
367,Individu-367,Laki-Laki,42,Diploma,7424.9,1843.29,11,Suburban,Yes,86.74,81.05,Marketing,22,High Performer
368,Individu-368,Laki-Laki,28,Doktor,26862.48,8252.76,26,Rural,No,46.8,63.36,IT,27,Low Performer
369,Individu-369,Laki-Laki,59,SMA,23628.6,10060.38,43,Suburban,Yes,73.91,95.35,Marketing,37,Average
370,Individu-370,Perempuan,26,Doktor,29046.37,17671.71,80,Urban,No,29.5,84.73,Operations,31,Low Performer
371,Individu-371,Laki-Laki,65,Diploma,21800.52,957.13,54,Rural,Yes,44.72,80.89,Finance,30,Low Performer
372,Individu-372,Laki-Laki,23,SMA,29615.26,10978.95,63,Suburban,Yes,70.71,95.22,Marketing,20,Average
373,Individu-373,Laki-Laki,31,SMA,21290.03,5762.61,44,Rural,Yes,14.08,75.8,Operations,8,Low Performer
374,Individu-374,Laki-Laki,18,Sarjana,19401.7,782.53,31,Rural,No,39.84,67.98,Finance,9,Low Performer
375,Individu-375,Perempuan,63,Diploma,24614.88,18838.92,10,Rural,No,67.19,59.4,Marketing,6,Average
376,Individu-376,Perempuan,34,Sarjana,21493.18,5048.63,61,Urban,Yes,70.88,87.1,Finance,1,Average
377,Individu-377,Laki-Laki,34,Doktor,7214.44,2824.08,50,Rural,Yes,94.12,88.47,Marketing,5,High Performer
378,Individu-378,Perempuan,24,Diploma,18371.66,1466.32,56,Suburban,No,51.91,71.66,Finance,31,Average
379,Individu-379,Perempuan,31,Sarjana,6443.84,16178.5,68,Rural,No,11.18,64.78,HR,13,Low Performer
380,Individu-380,Laki-Laki,18,Diploma,15695.35,17319.57,70,Rural,Yes,1.24,93.33,Marketing,11,Low Performer
381,Individu-381,Perempuan,63,Diploma,24861.18,15432.18,72,Urban,No,25.68,67.39,Marketing,27,Low Performer
382,Individu-382,Laki-Laki,57,Magister,25010.65,19424.26,75,Rural,Yes,6.71,65.28,IT,35,Low Performer
383,Individu-383,Perempuan,51,Doktor,11941.6,11665.72,43,Suburban,Yes,28.98,65.32,Finance,24,Low Performer
384,Individu-384,Laki-Laki,25,Diploma,2338.08,11121.64,10,Rural,No,67.58,93.1,IT,4,Average
385,Individu-385,Perempuan,58,SMA,24152.88,11443.73,33,Urban,No,62.39,81.01,Operations,20,Average
386,Individu-386,Laki-Laki,34,Diploma,14995.32,13846.45,20,Rural,No,82.66,92.63,Operations,19,High Performer
387,Individu-387,Perempuan,26,Diploma,9238.35,4665.14,11,Suburban,No,64.93,71.18,Marketing,4,Average
388,Individu-388,Perempuan,61,Diploma,10507.93,855.56,66,Rural,No,78.62,77.15,Operations,33,Average
389,Individu-389,Laki-Laki,60,Magister,10485.69,3280.34,50,Rural,No,29.07,67.56,Marketing,19,Low Performer
390,Individu-390,Perempuan,64,Doktor,7076.94,2890.49,12,Suburban,No,65.37,69.54,Operations,1,Average
391,Individu-391,Perempuan,20,Magister,22316.59,18620.04,14,Suburban,Yes,19.12,95.39,HR,10,Low Performer
392,Individu-392,Perempuan,28,Magister,15700.66,11623.11,21,Urban,Yes,47.08,60.56,HR,11,Low Performer
393,Individu-393,Perempuan,36,Magister,21552.85,17146.98,41,Urban,Yes,21.31,75.86,IT,21,Low Performer
394,Individu-394,Perempuan,41,Magister,17272.88,11382.92,12,Rural,No,12.34,89.91,Marketing,31,Low Performer
395,Individu-395,Perempuan,19,Sarjana,23744.25,12349.46,10,Suburban,No,73.15,97.72,HR,19,Average
396,Individu-396,Perempuan,22,Magister,29144.79,8131.22,45,Urban,Yes,6.35,74.36,Marketing,11,Low Performer
397,Individu-397,Perempuan,56,Doktor,24891.2,3151.73,79,Suburban,Yes,30.61,69.04,Marketing,12,Low Performer
398,Individu-398,Perempuan,60,Doktor,23220.55,19609.89,28,Urban,Yes,99.08,84.88,Finance,10,High Performer
399,Individu-399,Perempuan,59,Doktor,8796.42,2214.93,22,Rural,Yes,17.91,87.36,Marketing,16,Low Performer
400,Individu-400,Laki-Laki,23,Magister,2736.05,19801.15,12,Rural,No,31.15,79.34,HR,25,Low Performer
401,Individu-401,Laki-Laki,56,Diploma,13838.11,8048.14,15,Urban,No,12.74,60.74,Operations,19,Low Performer
402,Individu-402,Perempuan,28,Sarjana,26199.71,14517.3,18,Rural,No,68.12,54.33,IT,3,Average
403,Individu-403,Perempuan,56,Magister,10710.71,6885.4,26,Rural,No,34.85,95.34,Marketing,1,Low Performer
404,Individu-404,Laki-Laki,26,Magister,24644.38,8960.84,67,Suburban,No,87.81,66.66,Marketing,29,Average
405,Individu-405,Perempuan,64,Doktor,18442.86,11903.2,29,Suburban,No,3.31,54.51,Marketing,12,Low Performer
406,Individu-406,Perempuan,30,Doktor,28885.22,4977.01,44,Suburban,No,98.37,55.66,Operations,34,Average
407,Individu-407,Perempuan,38,SMA,5599.74,3259.32,23,Rural,Yes,8.19,90.6,IT,22,Low Performer
408,Individu-408,Perempuan,53,Magister,10260.94,8026.27,51,Urban,Yes,5.23,97.1,Marketing,13,Low Performer
409,Individu-409,Perempuan,25,Doktor,3116.07,4351.23,73,Rural,Yes,89.22,94.23,Marketing,15,High Performer
410,Individu-410,Laki-Laki,30,Diploma,24846.28,9006.55,40,Suburban,Yes,28.98,52.11,HR,34,Low Performer
411,Individu-411,Perempuan,18,SMA,6710.07,17992.13,52,Rural,No,34.17,94.71,Marketing,24,Low Performer
412,Individu-412,Laki-Laki,35,Magister,1563.62,936.15,22,Suburban,No,33.63,67.63,Marketing,5,Low Performer
413,Individu-413,Perempuan,28,Magister,26687.64,2205.6,43,Urban,Yes,47.08,80.36,Marketing,17,Low Performer
414,Individu-414,Perempuan,24,Doktor,14285.36,1375.83,55,Rural,Yes,69.18,92.77,Operations,31,Average
415,Individu-415,Laki-Laki,62,Diploma,20189.01,5099.19,77,Rural,Yes,30.28,68.4,HR,33,Low Performer
416,Individu-416,Perempuan,29,SMA,28504.14,6287.22,16,Suburban,No,94.98,96.43,Finance,31,High Performer
417,Individu-417,Perempuan,40,Sarjana,10952.51,14885.49,28,Rural,Yes,8.77,72.22,Operations,3,Low Performer
418,Individu-418,Perempuan,58,Magister,23053.93,13629.44,50,Rural,No,64.69,64.22,IT,30,Average
419,Individu-419,Perempuan,25,Diploma,27166.23,5934.11,43,Rural,Yes,54.68,80.01,Marketing,12,Average
420,Individu-420,Perempuan,64,Magister,28955.58,1444.89,18,Suburban,No,50.32,77.48,Marketing,22,Average
421,Individu-421,Perempuan,64,Doktor,10337.8,19545.96,72,Rural,Yes,85.99,88.14,IT,12,High Performer
422,Individu-422,Perempuan,32,Magister,3061.23,12577.85,49,Suburban,No,61.57,87.97,HR,39,Average
423,Individu-423,Perempuan,43,Sarjana,9864.08,10139.0,59,Urban,Yes,88.74,51.04,Operations,23,Average
424,Individu-424,Laki-Laki,35,Magister,19464.44,12784.2,53,Urban,Yes,11.13,56.66,HR,30,Low Performer
425,Individu-425,Laki-Laki,54,Doktor,28575.5,15765.51,62,Suburban,No,23.48,99.16,IT,12,Low Performer
426,Individu-426,Perempuan,29,Magister,9274.8,3797.25,69,Rural,No,98.03,81.17,Finance,31,High Performer
427,Individu-427,Laki-Laki,18,Magister,9666.43,1300.33,52,Suburban,Yes,51.72,66.39,IT,22,Average
428,Individu-428,Perempuan,37,SMA,6048.35,734.86,78,Rural,No,93.65,84.49,IT,3,High Performer
429,Individu-429,Perempuan,33,Magister,12481.18,15122.13,60,Rural,No,81.7,57.82,IT,34,Average
430,Individu-430,Perempuan,62,Diploma,28532.79,438.88,17,Urban,No,44.57,66.48,IT,40,Low Performer
431,Individu-431,Perempuan,47,Diploma,26053.73,16842.6,13,Suburban,Yes,40.95,51.43,Marketing,22,Low Performer
432,Individu-432,Laki-Laki,22,Diploma,16102.01,657.94,51,Urban,Yes,38.49,81.67,IT,34,Low Performer
433,Individu-433,Laki-Laki,37,Doktor,20441.27,12886.66,14,Urban,No,32.17,53.96,Operations,15,Low Performer
434,Individu-434,Perempuan,49,Doktor,19088.43,3398.48,57,Urban,No,87.34,61.38,Operations,7,Average
435,Individu-435,Perempuan,60,Sarjana,21315.23,1940.31,52,Rural,No,67.2,93.83,Operations,26,Average
436,Individu-436,Laki-Laki,61,Sarjana,16453.53,8932.59,16,Rural,Yes,95.4,57.21,Operations,26,Average
437,Individu-437,Perempuan,65,Magister,13654.45,6159.14,12,Urban,No,70.77,88.52,HR,19,Average
438,Individu-438,Laki-Laki,22,SMA,3609.75,9941.91,55,Urban,Yes,3.42,63.96,Finance,3,Low Performer
439,Individu-439,Perempuan,63,Sarjana,19132.49,1243.33,71,Rural,Yes,82.92,95.62,Operations,1,High Performer
440,Individu-440,Perempuan,21,Diploma,18795.08,11335.43,61,Suburban,No,16.17,77.28,HR,11,Low Performer
441,Individu-441,Perempuan,25,Magister,8445.12,17624.68,52,Suburban,Yes,3.5,53.04,Marketing,30,Low Performer
442,Individu-442,Perempuan,48,Doktor,27892.25,1930.75,78,Rural,No,79.4,61.81,HR,19,Average
443,Individu-443,Laki-Laki,63,SMA,16439.35,16937.7,69,Suburban,No,30.7,68.61,IT,40,Low Performer
444,Individu-444,Laki-Laki,36,Doktor,8321.33,2881.77,78,Rural,No,72.77,85.82,IT,24,Average
445,Individu-445,Laki-Laki,40,Magister,5981.37,3664.62,35,Rural,No,68.32,69.52,Marketing,20,Average
446,Individu-446,Perempuan,29,Doktor,21513.99,19672.46,63,Rural,No,7.28,92.91,HR,25,Low Performer
